realmonth,year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320
1,1973,1,-0.024279044506789672,-0.02352153525453169,-0.04124442259041157,-0.03328821371130923,-0.03338751374789495,-0.03160730273155072,-0.02419983996288984,0.02339245326744533,-0.029475810293776158,-0.013601511515514048,-0.01465450493122163,-0.038170017055257056,-0.008927926033112455,-0.04168413219822368,-0.02213926025551276,0.029058109449673936,-0.0532975128230899,-0.042828162059674144,-0.03543826548352046,-0.01123274254097257,-0.0010900094424723527,-0.038078813873803755,-0.008069745601693799,0.012606989535034644,-0.024963918971078268,-0.05041122174011033,-0.041381459547025275,-0.04015131121882639,-0.0034427567993172894,-0.0312537169264379,0.0,-0.030859601623791772,-0.04235567219753238,0.023064994522570787,-0.03381311746415824,-0.032873902618382626,-0.03653441802161381,-0.028244319788010702,-0.009677432937431283,-0.027162174327914394,-0.01997492072840836,-0.04260325843741532,-0.04874367009707744,-0.03805421221162625,-0.034690965472393316,-0.04016580273437409,-0.03178296706414533,-0.03210048358951906,-0.045121061614753044,0.0016650855755867252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1350425902478185,-0.1193368245231523,-0.059754111198557516,0.03049775720939562,0.0,0.00431,-0.0006418202062045464,-0.05953273399580694,-0.0957921981611985,-0.027630378300986316,-0.15115121951219512,0.04685530859167533,0.00346270376226629,-0.10877165212316313,-0.028571000000000003,0.069767,-0.08966971047893409,-0.058824,-0.11618129276633449,-0.09465397940769463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018329108483787868,-0.0957921981611985,0.03955699612413533,-0.15625881106229375,-0.019279288992897384,-0.029808999999999995,-0.02733424062182286,-0.04941466418505717,-0.09851195650495066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07563882769466687,-0.15235450433981657,-0.054687999999999994,-0.075758,0.00431,-0.08966971047893411,0.09582380367747614,0.12963,-0.09566571542851,-0.15209120828720543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09195743873054989,-0.13850477085069351,-0.12535389808507807,0.007918219178082189,-0.09800687981985538,0.005748272629422477,0.04685530859167533,-0.06120499225393618,-0.14758646621822913,-0.03277370628942821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25249299194773184,-0.15115121951219512,0.11310851519180552,0.069767,0.002358827941002651,-0.13766359435221925,-0.127938,-0.11289115360127196,-0.11232238032286149,-0.03277370628942821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1097921088992056,0.0,0.0,-0.15698970411210622,-0.0403961544747992,0.0024576391955889727,0.0499389081885856,-0.08752207314673648,-0.120185718025234,-0.20000000000000004,-0.027027,0.069767,-0.13930988878622377,-0.13343982450412326,-0.2401249434662768,0.0,0.007894295853673407,0.11681643082396702,0.0494462257705416,-0.12295128513877347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031847,-0.15642152401917625,-0.161572,-0.20105746113880957,0.0,0.0018253211966867795,-0.010992836929863593,-0.04794853121815748,-0.021164,-0.13850575948769525
2,1973,2,-0.035700390359681144,-0.061305059853865355,-0.060310841161466365,-0.04160319829522169,-0.031043417716648744,-0.05558612353784884,-0.041011450867653544,-0.029071056733006827,-0.03727648038987532,-0.028260286779760228,-0.0463968941267018,-0.049439563984338554,-0.062326989668413345,-0.04406337114012596,-0.03750848829916757,-0.05487309931752335,-0.04289260592537629,-0.02483344987381921,-0.036707355089428566,-0.028748386813735746,-0.04517175346786159,-0.04815560276468223,-0.05473764592700562,-0.05379033007323843,-0.048190033874613986,-0.0415183965070314,-0.052932607779948966,-0.040767069694394094,-0.024590796600261193,-0.022198901941673576,0.0,-0.05130929942231959,-0.04890488111644531,-0.05101979140033752,-0.05796383911257362,-0.051823521956109,-0.036248761975142756,-0.054267958530164,-0.03531562615204714,-0.03196505812193775,-0.06683891993523994,-0.05659583439056235,-0.05034371507606593,-0.05964100416898141,-0.05649762081930762,-0.057785666476746475,-0.03415177238806622,-0.0349075647820876,-0.02914741865185813,-0.03801096109331017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27027,-0.058608660396940716,-0.1339246609230504,-0.169492,-0.08075895888304255,-0.04120839971666774,-0.09234029238200346,-0.208493,-0.00813,0.0,-0.00813,0.0,-0.076076,-0.16426529304592918,-0.16934230404967104,-0.04494759110896637,-0.04683632506221025,-0.053821364267217967,-0.169492,-0.27027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011678370433506313,-0.06713,-0.27027,-0.0926799888907879,-0.08284198226737836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06713,-0.09359600000000001,-0.27027,-0.2510473831364137,-0.029436075676609833,-0.09015820441015804,0.0,-0.176471,0.0,-0.16426529304592918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076076,-0.176471,-0.16426529304592918,0.0,0.0,-0.07889718480632456,0.0,-0.169492,-0.24851999586606038,0.09434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06713,-0.06713,0.0,-0.006456833044712098,-0.020039547442514623,-0.062994190344794,0.09434,-0.176471,-0.18691790598255106,-0.17761192977498036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06713,-0.27027,-0.09428350016079032,0.0,-0.169492,-0.10560262544169612,-0.071429,0.0,-0.00813,0.0,-0.18071599489145015,0.0,-0.071429,-0.09359600000000001,-0.24851999586606038,-0.169492,-0.028248999999999996,0.0,-0.0009386279433272619,0.0,0.0,0.0,0.02128017402945114,-0.06713,-0.13365031241305617,-0.14224355004215852,-0.2676094539668813,-0.27027,-0.076076,-0.09649579585822564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17774824396669334,-0.06713,-0.13365031241305617,-0.08284198226737836,-0.09428350016079032,-0.071429,-0.071429,0.0,0.0,-0.00813
3,1973,3,0.009651596086307314,-0.01416707165887061,-0.010752598777148023,-0.013182534269289016,-0.0031274757952646382,0.008967338187028471,-0.006010344938208268,-0.005881252088732119,0.0035541398847068217,-0.0043095295706527415,0.0011642702306506947,-0.015293363947200682,-0.009706050691644392,-0.006595356828699544,-0.012073836944446515,0.00873325722530737,0.0027639373689236457,-0.002112789781290375,-0.001644739169946842,-0.0043095295706527415,0.0033229660393624227,-0.019514994753415175,-0.012807192159166206,-0.002503110648736411,-0.015330624429624998,-0.005504732630617951,-0.0006923307041210744,0.012574768359233775,-0.003913931471261651,-0.0034987999100315227,-0.02527156387976061,-0.0058598931701905775,-0.024846293186811325,-0.00505930878563457,-0.01632467453400751,-0.01378009531492912,-0.017517844038446487,-0.02475929303033622,-0.007230595991823703,0.0041190736013329305,-0.017451153698192595,-0.014931679104751029,-0.010107125898679471,-0.01643124951275607,-0.026153432616025676,-0.014486460817002405,-0.017949462743693398,-0.018512810867533334,0.0027016487589228318,0.0035734805778001757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04375,-0.04375,0.0,-0.07552718508051245,0.08904099999999998,0.0,-0.0848278521540659,-0.06582187841442758,-0.051585000000000006,-0.06582187841442758,0.0,-0.09840705062726675,0.08904099999999998,0.03844789691289967,0.0,-0.04375,0.0,0.0,-0.08270899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.041670961256591026,-0.051585000000000006,-0.09760626058989849,0.04974315685514938,-0.10016516904232005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06676494241621483,0.0,0.0,0.0,-0.07715302475464204,0.07371895159452029,0.08904099999999998,-0.04375,-0.12840200251230624,-0.175439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04375,-0.10609287212089895,-0.03955447959280337,0.03844789691289967,-0.051585000000000006,0.0,-0.075949,0.0,0.034721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06676494241621483,0.0,0.07371895159452029,0.04,-0.1160419314945594,0.0,0.0,0.0,-0.04375,0.008332699601308526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075949,-0.009308332773341291,0.0,0.002757639391056137,0.016949,-0.013062441575507884,-0.04284733162979733,-0.058670571641676744,0.0,-0.08270899999999999,0.0,-0.041339727413865164,-0.114867,-0.10259624667036625,0.08904099999999998,0.005040127249232924,-0.007983510594415174,0.0,-0.075949,-0.040563196788057844,-0.04852870031950789,0.0,-0.013062441575507884,0.013487427805828683,0.0,-0.075949,0.0,0.0,-0.175439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075949,-0.0605824052839104,-0.02604542212356847,-0.04038801830873436,0.0,0.0,-0.175439,-0.06884851261441528
4,1973,4,-0.0004703658919926816,-0.048679947877598294,-0.04535636798881295,-0.048865106011805666,-0.05862876431067783,-0.03325084178484662,-0.039073107737479996,-0.03829399269663178,-0.04728116694905823,-0.06026624237133259,-0.08134381666931119,-0.03879520589767183,-0.04736569836820158,-0.045442436845939925,-0.03099942567542786,-0.04297329825714159,-0.029288191639692013,-0.03677604568082285,-0.04838531815094712,-0.06026624237133259,-0.04104511806277906,-0.05614623985486367,-0.0364117030310597,-0.051311130205173514,-0.0513024971060225,-0.04557401698823029,-0.03574010275615114,-0.020717499644670127,-0.04113777343131261,-0.06213427559989305,-0.05690481855958745,-0.06355920500670131,-0.05302153738416803,-0.07637749689981609,-0.05721601913764594,-0.03461861337251438,-0.048694150788464306,-0.0476971566021128,-0.04646524229543232,-0.04036614853362702,-0.029785844827290547,-0.026596104989863353,-0.044785002010076756,-0.044578426454482234,-0.05904112892609666,-0.05641135718148555,-0.05834892674368481,-0.06353372677001748,-0.04015203895569026,-0.0401686362505598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056047,-0.016666999999999998,-0.230088,0.0,-0.06593399999999999,-0.09997117471691205,-0.17646551086572976,-0.17251484202361816,-0.1146962789426301,-0.18953261270056193,-0.19148899999999996,-0.17660094868028275,-0.1740412838527182,-0.055707018717546186,-0.17307700421833652,-0.230088,-0.230088,-0.06593399999999999,-0.04159010237459107,-0.016666999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15018369663143338,-0.166667,-0.09997117471691205,-0.1783587110750995,-0.18921948868649555,-0.030813410169872872,-0.02243415962975591,-0.05898483562160779,-0.052910705006830636,0.153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19148899999999996,-0.055560304087804366,-0.01995988264641904,-0.1633950508226691,0.0,-0.06593399999999999,-0.18826135184002615,-0.1752485994192831,-0.17646551086572976,-0.24343630270937563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23793125970255838,-0.22379814201598208,-0.10451427020406552,-0.074074,-0.17812500000000003,-0.012321591366879082,-0.017655914897739156,-0.09089270784227736,-0.05604700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2251298540903445,-0.08924856687898089,-0.1852657449978714,0.0,-0.1752485994192831,-0.1739585399173761,-0.074074,-0.1186299368613442,-0.023359765469277698,-0.04159010237459106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16052487162431822,-0.18119485074098113,-0.230088,-0.05696898379082729,-0.019708910292100004,-0.061785629289840306,-0.24271800000000004,-0.1123095353773061,0.0,-0.010785403325415674,-0.20995461573033708,-0.2253928369454948,-0.19148899999999996,-0.061785629289840306,-0.2281503308456516,-0.074074,-0.05675663427088099,-0.04159010237459107,-0.1783587110750995,-0.041637705619018195,-0.13109875458095524,-0.056047,-0.17812500000000003,0.0,-0.09559749261315044,-0.025350902949050815,-0.09579152220044604,-0.06593399999999999,-0.230088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056047,-0.04159010237459107,-0.230088,0.153846,-0.17812500000000003,-0.16815030696377292,-0.25641,-0.24271800000000004,-0.0759749035216811,-0.11230953537730612
5,1973,5,-0.017645243109326282,-0.02051815070896577,-0.04088689936945211,-0.03946010530537964,-0.016670371862988236,-0.016784761369744848,-0.0011488910585418636,-0.017973836310168266,-0.0243046941245477,-0.017991228756785792,-0.09732628995256527,-0.06883012102661343,-0.059527678006413245,-0.0112937349537029,-0.01579526712837435,-0.016654500590883865,0.0018139324788514002,-0.018027693256262495,-0.025807292853261634,-0.01803516399795532,-0.08040308512312827,-0.06873343040064529,-0.057412897078776684,-0.02764374003923364,-0.025692202463904412,-0.011629645645518064,-0.009448726989620097,-0.0006622349655272527,-0.030241138420934118,-0.013786358381719675,0.0,-0.05261286080948,-0.09980297166979281,-0.09260007036586164,-0.08140588422193273,-0.06478203578474952,-0.051575926667237953,-0.02978490826272593,-0.03407283205895352,-0.006479461784457745,-0.06450018803202459,-0.06664156735053185,-0.06080181162269273,-0.07962373978646282,-0.06528354448122677,-0.07683749600730705,-0.036981548307525924,-0.037635334820859054,-0.015166775435312975,-0.011744927921356462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33871,0.026295813525269187,0.06553298945755845,-0.017687596709660528,-0.2,-0.08218026178570301,-0.04268299999999999,-0.065501,-0.152941,-0.15686299999999997,-0.08837337123818352,-0.2,0.0,-0.156863,-0.042683,-0.08871,-0.14350443461658624,0.06553298945755845,-0.11051072242460312,0.026295813525269187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.156863,-0.156863,-0.152941,-0.027258468723644177,0.029171407735628006,-0.053147917373712335,-0.04268299999999999,-0.08871,-0.33871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33871,0.02574899320269663,0.06553298945755845,-0.01768759670966053,0.0,-0.042683,0.0,-0.19736259923465888,-0.10347534234721471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08297286133290535,0.0,-0.08871,-0.14746273889997222,0.029660999999999996,-0.042683,0.0,0.02064618157195825,0.06553298945755845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15686299999999997,-0.1539415920127636,-0.04268299999999999,0.0,0.06553298945755845,-0.01768759670966053,-0.10347534234721471,0.026295813525269187,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2938179543607,-0.33871,0.0,-0.082180261785703,-0.08871,0.06553298945755845,0.030084642082422324,-0.08297286133290535,-0.16211409002730276,0.0,-0.065501,-0.08435419785709812,0.0,0.02645449749275774,0.02574899320269663,-0.2938179543607,-0.2938179543607,-0.07379901799045901,0.06553298945755845,0.0,0.0,-0.33871,-0.24786480438287115,-0.10347534234721474,-0.053147917373712335,-0.054251917879542755,0.029171407735628006,0.029660999999999996,0.06553298945755845,0.02064618157195825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.156863,0.029660999999999996,0.06553298945755845,-0.056224408065589905,-0.08871,0.0,0.0,-0.07316933464502808,-0.152941
6,1973,6,-0.008959847610896184,-0.011979002946042363,-0.005519233494353604,-0.03025483454604699,-0.005778492071921941,-0.010498784025275128,0.005355026681317704,0.007547009814308805,-0.013358387779465913,0.004037698367223188,-0.012772604904316346,-0.021621850942144753,-0.03260284775008254,-0.0031547073502022427,-0.015296395787033823,-0.0003237775958479544,-0.001166952898934793,0.006904798702224075,-0.015970137889297176,0.003939933525594321,-0.022213954420031653,-0.02190487805750461,-0.032575125329929754,-0.022586261149864756,-0.012118851302913968,-0.007657500229406386,-0.0026747114057648646,0.0017207569611411141,0.0016163536520331836,0.0036322698473801847,0.0,0.001757605469656112,-0.03312347222916769,-0.024806763364439304,-0.045634488813613025,-0.014323932067708099,-0.01329700867072719,-0.018691317795405834,-0.021257762864795096,0.004026040760234405,-0.007132522999619777,-0.01705023826386437,-0.02106890266278918,-0.022357900786490095,-0.024457119613163075,-0.020191628823273532,-0.016330861864823427,-0.017051164756930245,-0.016989897811883436,0.0019274996373537378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06867741899711423,-0.05019141194988619,-0.07251612970806258,-0.024653922255962843,-0.07303960500513325,-0.07223413104230533,-0.0028041294883334148,0.041652444944107615,-0.036120524699704386,-0.09854335877390628,-0.015076852513182071,0.026082240360949284,-0.039222824113791334,-0.06288987969679002,-0.1252064838726536,-0.02965733613890298,-0.08664931080276468,0.04484137051063581,-0.03436574042848345,0.06617553103577763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10492906948260255,0.1383445383133476,0.007412262519230889,0.02266801142364833,-0.1208237714360863,0.06313269808481921,-0.05333725378589133,-0.02764484460986143,-0.03397602123839466,-0.014857790225015892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06646686372639904,0.06815726297289258,-0.014961258911676281,-0.08595820893247366,-0.13037100570578677,-0.011163190940489967,0.02169583770274692,0.08543590083137718,-0.04274198362133896,-0.04224268426536993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06246768890823976,-0.015309603094770466,-0.02501927248493059,0.0022444689981209118,0.038226099723536834,0.0006553940405629041,0.09657646141361118,-0.032870201120487746,0.06611182584947749,-0.04266524028152003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022939220378793587,-0.04218958041685525,-0.08798780856383548,-0.0676852671648687,-0.10520294574242545,-0.02932348582533429,0.011789917312697318,0.0623957145279878,0.09112892570749734,0.0590786936647679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029797724273324534,-0.025315608609539207,-0.06817706462490458,0.066667,-0.08580721783323172,-0.106796,0.010472469110191875,0.11805274716552967,0.13219931215499106,-0.08231954813386776,-0.04549127100692124,-0.06988778148815147,-0.002797742765984776,-0.03571912952145586,0.03030829433448237,-0.011788748770628407,0.06612190304253865,0.19129359163971027,0.07518665067975329,-0.07941177166140544,-0.11234824245902904,-0.008056142093502458,0.01980014508989174,-0.020374963837823768,0.0020345947919221535,-0.013397865627136801,-0.01306198597102707,0.09395085774198149,0.045872276468683325,-0.05300031465883689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06549471601790866,0.061424503648800345,-0.0856465305730789,-0.09049648868950494,-0.02974169603089119,-0.009602037306605948,-0.06570712180146028,-0.006994795150097733,-0.06797854096959006,-0.026690478737416135
