,1,2,3,4,5,6,7,8,9
111,(0.004000509819939281+0j),(-1.0315801107466561e-05+0j),(-0.009917614483764228+0j),(0.030189516460690253+0j),(0.01199041228620934+0j),(0.02651652367099757+0j),(-0.009291831759731858+0j),(0.019754441611763925+0j),(0.00840801437750721+0j)
112,(-0.04110128364822883+0j),(-0.05692798703238639+0j),(-0.01357470991389792+0j),(0.024691542519696682+0j),(0.008975239726246089+0j),(-0.005081713452264509+0j),(0.027500427515551897+0j),(-0.008053942881158075+0j),(0.002165488044789321+0j)
113,(0.01831894035191266+0j),(0.0230341342042241+0j),(0.027917727302885397+0j),(-0.013483890784521882+0j),(0.021909350725830518+0j),(-0.008083977849550832+0j),(0.008610224317265781+0j),(0.0063592643996527205+0j),(0.011869181025170083+0j)
114,(0.028984775668766446+0j),(0.02158453685549821+0j),(0.009168634592758547+0j),(0.003343922876517648+0j),(0.006195707152671068+0j),(-0.023418086459947637+0j),(-0.0164417989308665+0j),(-0.01844328510624263+0j),(-0.024347192240873207+0j)
115,(0.005077122127751408+0j),(0.025044210154345294+0j),(0.03300270107516425+0j),(-0.0711777746462505+0j),(0.028503220270652174+0j),(-0.06858065959378454+0j),(0.07676190401437918+0j),(-0.0060919344246595205+0j),(-0.04688589762085676+0j)
116,(-0.0557825604593496+0j),(-0.03611867641739983+0j),(-0.015957248752584276+0j),(0.03841438278969096+0j),(-0.03974603522271034+0j),(0.015991085505188275+0j),(0.010589988054788328+0j),(0.1295763714340429+0j),(-0.0076291374446078395+0j)
117,(-0.01746605076816265+0j),(0.011567425028448083+0j),(0.03159060038082948+0j),(0.03190029503832935+0j),(0.00016899124544558512+0j),(0.0747275717539893+0j),(-0.007926028503792634+0j),(-0.0031411338599915753+0j),(-0.005046218496126412+0j)
118,(-0.09763858702778108+0j),(-0.10226571232195103+0j),(-0.034580410706619984+0j),(0.10655211209682644+0j),(-0.013220523986498913+0j),(0.03141136461891534+0j),(-0.0043991778449376595+0j),(0.01387764539633151+0j),(-0.03548924612299576+0j)
119,(-0.10584499529878959+0j),(-0.01145298051345146+0j),(-0.08773675396638542+0j),(0.06117650055518494+0j),(-0.06832474708062242+0j),(0.02987721526803519+0j),(0.09238489398271449+0j),(-0.08307838876964738+0j),(0.07358025213570593+0j)
120,(-0.01763624882598022+0j),(-0.00514132678685297+0j),(-0.002424051929402153+0j),(-0.0007138485019327332+0j),(0.014647872294128474+0j),(-0.004479119814166323+0j),(-0.008850787480066872+0j),(0.00990954573207764+0j),(-0.015371473432684564+0j)
121,(-0.04884662180364984+0j),(0.055110685070538595+0j),(0.10204180412450235+0j),(0.09329355351633477+0j),(0.04921210393812182+0j),(0.051845912057287294+0j),(-0.10938729499253654+0j),(0.06256842027709661+0j),(-0.031069508801881567+0j)
122,(-0.02717006103548485+0j),(0.017932318683051444+0j),(-0.04234447419652208+0j),(-0.021936960610316455+0j),(-0.020791118532457933+0j),(-0.01453949824916483+0j),(0.027279158571516627+0j),(-0.015178443669438876+0j),(-0.032500045572918565+0j)
123,(-0.03149654686509679+0j),(0.07474463175768857+0j),(0.004388020094890834+0j),(-0.022042858697032482+0j),(-0.02914896683650611+0j),(0.04845566272384045+0j),(-0.010724698786895437+0j),(0.02447937433836278+0j),(-0.034371497142367015+0j)
124,(-0.04528877729227798+0j),(-0.03133376880900875+0j),(0.0337136399768063+0j),(0.0770884615987163+0j),(0.03700172552485682+0j),(0.0118613550009027+0j),(-0.04786595540936196+0j),(0.043076098313619526+0j),(-0.036530734541111734+0j)
125,(-0.049549791690834274+0j),(-0.03394415899428373+0j),(0.0422487728101167+0j),(0.06715852717357795+0j),(0.0435806511332038+0j),(-0.001641189818991503+0j),(-0.019123596738574125+0j),(0.026684656475326862+0j),(-0.019752037638846563+0j)
126,(-0.015241780034081508+0j),(-0.017132602803458685+0j),(-0.006246984282143592+0j),(0.0037687858300330767+0j),(-0.0018669254732800113+0j),(0.004014004926328381+0j),(-0.023860148727435585+0j),(0.04578670741481222+0j),(0.0034158640128370272+0j)
127,(0.04201551117977022+0j),(0.02380855189042241+0j),(0.038522911256047405+0j),(0.007504066980567443+0j),(-0.027095902049848082+0j),(0.015879854332915395+0j),(-0.035393818992684796+0j),(0.01196516271249536+0j),(0.03656963157230842+0j)
128,(0.03066522228173933+0j),(0.014065974418642999+0j),(0.022634929135715246+0j),(0.01522579041092765+0j),(0.011602614866710756+0j),(0.02411123554450643+0j),(-0.019128076145945274+0j),(0.007321002918829128+0j),(-0.04734933101710305+0j)
129,(-0.007312816845548445+0j),(-0.013644197594962949+0j),(0.015031582681647454+0j),(-0.010646578327381712+0j),(-0.01622958695684764+0j),(0.02784026085907191+0j),(-0.01299922028508775+0j),(0.01893276037418153+0j),(0.05799383132020978+0j)
130,(0.0607451814670377+0j),(0.03724292888783742+0j),(-0.0034230246832475265+0j),(-0.08005136608155242+0j),(-0.06643475346219252+0j),(0.0014098604161406868+0j),(0.0035995601915774834+0j),(0.035091003409922154+0j),(0.00010618843862998695+0j)
131,(-0.04557497604541131+0j),(-0.012951240700110275+0j),(-0.0045862649305016216+0j),(0.06658015405896812+0j),(0.06639107757147848+0j),(0.027122771464787546+0j),(-0.003648998575932122+0j),(0.0019712648242461474+0j),(-0.007457819823624664+0j)
132,(0.009171919505886632+0j),(0.0024489765953658216+0j),(0.007682214451486541+0j),(-0.00564520972911015+0j),(-0.006067475004813755+0j),(0.0011866692158709231+0j),(0.005357777837909076+0j),(-0.013639259553960155+0j),(-0.0043708281786098355+0j)
133,(0.004947118670896811+0j),(0.01371508490627813+0j),(0.06396260945161913+0j),(0.01743113544505251+0j),(0.0084846186540901+0j),(0.03628381721522505+0j),(-0.029522344408611925+0j),(0.009243015079407977+0j),(-0.0016520943748444125+0j)
134,(0.0358888161584623+0j),(0.004992989008404063+0j),(-0.010662402365549061+0j),(-0.019099803714837806+0j),(-0.0024052228874372533+0j),(-0.018947654945778793+0j),(0.006184436347829447+0j),(-0.020536649940153934+0j),(-0.022411836858612998+0j)
135,(-0.005487504670422475+0j),(-0.0024092888048662235+0j),(-0.01589399518443493+0j),(-0.0024265258546938714+0j),(0.007154908332039439+0j),(-0.01535754792913937+0j),(-0.008544942079482056+0j),(0.01627431698373537+0j),(0.0012200702192347362+0j)
136,(0.023587133558271134+0j),(-0.03615920055630796+0j),(-0.03636939482273467+0j),(-0.0004853881847192897+0j),(0.03840052650369859+0j),(0.0176036335313865+0j),(-0.0350206045324548+0j),(0.03982597748635774+0j),(0.03267964553846231+0j)
137,(0.024705470471440547+0j),(0.0008218624492101455+0j),(-0.03205136582100918+0j),(-0.019031932473090023+0j),(-0.03321114575203575+0j),(-0.028826366077964787+0j),(0.04039188664874409+0j),(-0.04123304054144849+0j),(-0.020838718850501453+0j)
138,(-0.031494731333040996+0j),(-0.0035290297994601556+0j),(-0.012982709674710241+0j),(0.028757942761678056+0j),(0.04334043453739033+0j),(0.001243754812517778+0j),(-0.02449050705290482+0j),(-0.021130918385598017+0j),(-0.014007695194871626+0j)
139,(0.04827827625490103+0j),(0.02378650267939049+0j),(-0.02257650430465896+0j),(-0.027384843586507883+0j),(0.012219381529367145+0j),(0.039342464276787545+0j),(-0.008332297442250945+0j),(0.04149438183044838+0j),(0.004213312290707871+0j)
140,(-0.0996475407244772+0j),(-0.0732166317463311+0j),(-0.012501695197741596+0j),(0.04621018887939531+0j),(-0.10459503987996908+0j),(-0.039067734042678486+0j),(0.09832829551843338+0j),(-0.0023556313699209814+0j),(-0.05606259276005267+0j)
141,(0.010040442656264541+0j),(-0.01343685947108871+0j),(0.02749972816070383+0j),(0.007350344620163646+0j),(-0.00681920647556199+0j),(-0.0038259643643216963+0j),(-0.013106376232196366+0j),(0.00986856691491304+0j),(-0.024873386582023385+0j)
142,(0.01904894626424984+0j),(-0.00527982780176971+0j),(-0.0178213584888906+0j),(0.004641971504450087+0j),(-0.020104978662779504+0j),(-0.007311211490723458+0j),(0.007633440364503191+0j),(0.020299763329561866+0j),(0.01899849769579596+0j)
143,(0.01318711497919771+0j),(-0.018246462685132993+0j),(-0.007589216757234953+0j),(0.02221136365367399+0j),(0.006826516591783211+0j),(0.01737778235988678+0j),(-0.005108964272754297+0j),(-0.028241315369462054+0j),(-0.007340839796460341+0j)
144,(-0.017798381039289265+0j),(-0.014576536424226232+0j),(-0.004386532301343686+0j),(0.02457570828797485+0j),(0.010767962768256815+0j),(0.016323608909978155+0j),(0.0028617683988649196+0j),(-0.0033020041652067115+0j),(-0.007080601477919108+0j)
145,(-0.08230327240931146+0j),(-0.028858932026998903+0j),(0.020036885108936083+0j),(0.05773325001678936+0j),(-0.03987883488932166+0j),(0.044190790513160154+0j),(-0.003972537022970454+0j),(0.022389857719529907+0j),(-0.05077982300339515+0j)
146,(-0.04087177790928084+0j),(0.05090927707350342+0j),(0.08262848207360461+0j),(0.0030828780134805364+0j),(0.012282972921996716+0j),(0.09580098606208191+0j),(-0.064650947451564+0j),(-0.04339884715328477+0j),(0.03924667723544305+0j)
147,(-0.0003450756854850708+0j),(0.0025910524781432645+0j),(-0.00031448757229812313+0j),(0.016078820274010464+0j),(0.0013450190304193034+0j),(0.01613186432869795+0j),(0.008976262326804707+0j),(-0.005643246006502407+0j),(-0.01485184970513002+0j)
148,(-0.00044593658910560124+0j),(0.06388732414648846+0j),(0.05857986327529495+0j),(-0.03260078886570111+0j),(0.013222686566011135+0j),(0.05203661871399986+0j),(0.039201749193116774+0j),(0.00510962967315992+0j),(0.003351669776481251+0j)
149,(-0.0402948964156403+0j),(-0.04882026367399445+0j),(-0.030681721974085936+0j),(0.029026085940564886+0j),(-0.05571055164340825+0j),(-0.004058699588426124+0j),(0.020253535401597852+0j),(-0.010483775516747536+0j),(0.04321477098057608+0j)
150,(-0.015449089747030527+0j),(-0.019045058652061225+0j),(-0.004414015218745392+0j),(0.024608815868168085+0j),(0.024215550948313402+0j),(-0.00808385362608017+0j),(-0.000427836249645044+0j),(0.0013277910902950078+0j),(0.003738598403175039+0j)
151,(0.004736672821093514+0j),(0.004864208211207957+0j),(0.0070264831959226046+0j),(0.0020748724501446648+0j),(0.044396975281535134+0j),(0.013297281268222555+0j),(-0.04179626240315721+0j),(0.07456968046265143+0j),(0.0567547292717306+0j)
152,(0.031013881574521906+0j),(-0.01592806738290205+0j),(-0.01732797240022725+0j),(-0.010967085082247943+0j),(0.0007354811089335808+0j),(0.023748557391531675+0j),(-0.0847692294583402+0j),(0.0022780205860084795+0j),(-0.015173598390558561+0j)
153,(0.046638621924320646+0j),(0.015091435595793174+0j),(-0.003064274730878679+0j),(-0.011750385555420838+0j),(0.012702019084112205+0j),(-0.02463670227226605+0j),(-0.007954459347015958+0j),(0.025789042519984453+0j),(0.0012789850839187635+0j)
154,(-0.02203915322910008+0j),(-0.025069781696754792+0j),(-0.015822400807444743+0j),(0.0018771807054286617+0j),(0.016060637190268102+0j),(-0.0007081425717025127+0j),(0.0023580314039659614+0j),(0.027311663333067053+0j),(-0.05051852736740654+0j)
155,(-0.03834514715064199+0j),(-0.07206854736733151+0j),(-0.0058598217787389955+0j),(-0.005281671362181823+0j),(-0.03288003539468211+0j),(0.020729617066438468+0j),(-0.004243167003930512+0j),(0.05254414346210005+0j),(0.019910379019306163+0j)
156,(-0.03316257806271928+0j),(-0.017590417095196414+0j),(-0.015356373613519582+0j),(0.01915442499453192+0j),(-0.0006834212247020195+0j),(0.00889816848453131+0j),(0.009028190585889781+0j),(0.004667001311203888+0j),(-0.006429564480329102+0j)
157,(-0.00932247199287139+0j),(-0.0014592195097869404+0j),(-0.05729802739968895+0j),(-0.057620368911914736+0j),(-0.024693435559731268+0j),(0.0022180781015074904+0j),(-0.009608880670091854+0j),(0.009980481691674174+0j),(-0.053057892140699496+0j)
158,(-0.03328326309209308+0j),(-0.04300610347300506+0j),(-0.053578196955231715+0j),(0.02673887681916384+0j),(0.05454632997386043+0j),(0.04633709976382962+0j),(0.0027116422731189474+0j),(0.10673408340977726+0j),(0.03562167278293334+0j)
159,(-0.025855301760215103+0j),(-0.024203449388237885+0j),(-0.026861209560316093+0j),(0.02847518302725077+0j),(-0.011990499092938658+0j),(0.023072322116635006+0j),(-0.03133300744812839+0j),(0.02180690686429765+0j),(-0.043917282524941974+0j)
160,(-0.029578938916541272+0j),(0.0197835448031111+0j),(0.11070755908457776+0j),(0.013266153979288037+0j),(-0.001607106202333908+0j),(0.011260084977302475+0j),(0.05904107675492295+0j),(-0.05684932285044861+0j),(-0.05878600300205664+0j)
161,(-0.019750945109780742+0j),(-0.06854417156857996+0j),(-0.0705650577265117+0j),(-0.013877988383642778+0j),(-0.05507839955481731+0j),(-0.030152977917844714+0j),(-0.0036623370189059496+0j),(0.026444024606268643+0j),(-0.01903461880167248+0j)
162,(-0.005730014589290411+0j),(0.003650727899418681+0j),(0.0002538822781056071+0j),(0.024150107047632083+0j),(-0.010627929440290477+0j),(0.01792855844749195+0j),(-0.013835289268692399+0j),(-0.004347848909970487+0j),(-0.03808669588465752+0j)
163,(0.042354963565280006+0j),(0.013137933589423799+0j),(0.007268178065584832+0j),(0.008523032059153274+0j),(0.007566119593078916+0j),(-0.0018253664297935841+0j),(-0.0068761457833027995+0j),(-0.017841453556238285+0j),(-0.00251578240856861+0j)
164,(0.0048102204450960724+0j),(-0.05640504501184201+0j),(-0.037869493091084575+0j),(0.014085183165967624+0j),(-0.0037917746596031953+0j),(-0.030060689958303185+0j),(-0.05494377299757304+0j),(0.08083335370202624+0j),(0.03365140242625586+0j)
165,(0.06452014005541698+0j),(0.011012303547359981+0j),(0.03166321584320008+0j),(-0.04919303167255094+0j),(-0.010461949132644654+0j),(-0.02599075181252168+0j),(-0.0027275398560192366+0j),(0.015676653907463145+0j),(0.015283786272940672+0j)
166,(-0.011457574576588846+0j),(-0.01047346146626353+0j),(-0.044406116562705655+0j),(-0.003101936633981582+0j),(0.028940351521059948+0j),(0.028306422729378663+0j),(0.0055143951110377+0j),(0.052413198551983696+0j),(-0.05159554769810861+0j)
167,(-0.010106096428063812+0j),(0.026481262473765248+0j),(0.006747632982241484+0j),(-0.023048798697137465+0j),(0.023754819156967873+0j),(0.013428108826310218+0j),(-0.018349423482837957+0j),(0.003631420298368687+0j),(0.0011041619758009903+0j)
168,(0.016373995002111164+0j),(0.00661372133520817+0j),(-0.0018597622395297414+0j),(-0.002938698917300992+0j),(0.00509379045797137+0j),(-0.0123062788361425+0j),(0.003921064443172052+0j),(-0.0013756179992153246+0j),(-0.00221329246349185+0j)
169,(-0.09541814275191046+0j),(0.017983949572628558+0j),(0.001575960850276528+0j),(0.05631497049360876+0j),(0.03317890115564084+0j),(0.03105209494752575+0j),(-0.0019225566972873283+0j),(0.0600627864519573+0j),(-0.0986577213378615+0j)
170,(-0.041665042665385774+0j),(-0.0480968951527341+0j),(-0.036389058710608456+0j),(0.028792272386181785+0j),(0.04194824210397855+0j),(-0.0013129036814337187+0j),(-0.0215893756018092+0j),(0.058991304042440386+0j),(-0.01789438824130423+0j)
171,(-0.037488984776130704+0j),(0.004555305681641103+0j),(-0.02511397603861492+0j),(0.05232046438280923+0j),(0.011094508377658905+0j),(0.010432925592941686+0j),(-0.006869505805803607+0j),(-0.04552272559472114+0j),(-0.07243370492252482+0j)
172,(0.011841249598829342+0j),(0.013908271614516634+0j),(-0.03081105875761154+0j),(-0.04502532727526251+0j),(0.015181574387732264+0j),(0.00611668926623657+0j),(0.027253905918646106+0j),(-0.0011457607355517218+0j),(0.01166466183540343+0j)
173,(-0.017726005135155556+0j),(-0.031175272084697895+0j),(-0.07254649999112558+0j),(0.043220172465354645+0j),(0.02050365563418326+0j),(-0.0023965036258483314+0j),(0.022674746211146023+0j),(-0.05055969226096309+0j),(-0.06293206818948727+0j)
174,(-0.01764029397007421+0j),(-0.029866393305403395+0j),(0.028437404726711576+0j),(0.0024647863385052087+0j),(-0.056862770480067645+0j),(0.02556463407475901+0j),(-0.00033981873796465036+0j),(0.02021509199264881+0j),(0.024975472523962997+0j)
175,(-0.02236413515101473+0j),(-0.030609047212349996+0j),(-0.047290223382707434+0j),(0.01443348086014236+0j),(0.01615209373837024+0j),(0.0050829367043044955+0j),(-0.02183607229871182+0j),(0.04018181050338462+0j),(0.015264051896298774+0j)
176,(-0.03294572410881912+0j),(-0.005605338342743071+0j),(-0.011009453779951842+0j),(0.007392507812009864+0j),(0.04139663747939174+0j),(0.022189933071396065+0j),(0.016095076478389456+0j),(0.014157825337060044+0j),(-0.007437836626927832+0j)
177,(0.016004657905269032+0j),(0.008866916121221926+0j),(-0.006005771012581495+0j),(-0.016422660142221043+0j),(0.007292198748654808+0j),(-0.00936584026975852+0j),(0.0072004117530506334+0j),(0.0058576608505856165+0j),(-0.016615767712816514+0j)
178,(0.20667935867575832+0j),(0.07594879951764653+0j),(0.006472695082229399+0j),(0.006430512242642201+0j),(0.045494333401586665+0j),(-0.017687632107709544+0j),(-0.06993714987037809+0j),(0.000704075919038198+0j),(-0.035413470084520685+0j)
179,(0.026749586696338413+0j),(0.03681090034623777+0j),(0.02560945114170847+0j),(0.05907148052921402+0j),(0.055264903703706444+0j),(-0.040833102560362496+0j),(-0.06029687026199262+0j),(0.008465856575722151+0j),(-0.06828981700187313+0j)
180,(-0.050321679030378215+0j),(-0.013477792388652663+0j),(-0.021986983652032048+0j),(-0.02202491741384394+0j),(0.00012461468900989202+0j),(-0.01059591386797888+0j),(-0.02602131154788352+0j),(0.0034776114828799142+0j),(0.022987254746066874+0j)
181,(-0.06947284088584686+0j),(0.0013152271711498564+0j),(0.07425208217228027+0j),(-0.06642388526391639+0j),(-0.008072919859409123+0j),(0.2188680386432006+0j),(0.009884619015958756+0j),(-0.05014737077823907+0j),(0.06561849002208338+0j)
182,(-0.07747640853583138+0j),(0.0007950182826137605+0j),(-0.08081766365487159+0j),(-0.03320717619138669+0j),(-0.0005684844160928216+0j),(0.008870329348632227+0j),(0.06867800718067577+0j),(-0.07067183913247073+0j),(-0.0072598342194958206+0j)
183,(-0.030214638182967466+0j),(0.007412601242133824+0j),(0.02185743970763628+0j),(-0.04254129818974014+0j),(-0.019415729039279166+0j),(0.009773486457986634+0j),(0.05283682006449695+0j),(-0.009389251115371328+0j),(0.048515472965852145+0j)
184,(-4.552785436255352e-05+0j),(0.024302327420787206+0j),(0.021488256727230457+0j),(-0.01767622466390539+0j),(0.011701426181598976+0j),(-0.05200650774742331+0j),(-0.008007677906909554+0j),(0.04682916356418604+0j),(-0.03366496418923825+0j)
185,(-0.002910736523959102+0j),(0.025223465106561368+0j),(0.03835051547992567+0j),(0.01850329187264475+0j),(0.04799058647351823+0j),(0.050370327287849376+0j),(0.07132253650100923+0j),(0.027953716704212112+0j),(-0.023517464206012282+0j)
186,(-0.03951540213647801+0j),(0.0039907218267192105+0j),(-0.049266058920271846+0j),(-0.0051886007206144915+0j),(0.01151042408530016+0j),(-0.0015644121782942258+0j),(-0.029860466786541997+0j),(0.00955160213940732+0j),(-0.0012886342627875453+0j)
187,(0.0031722799195912058+0j),(0.000683678926955236+0j),(-0.011957496715752584+0j),(-0.0005453974224147351+0j),(0.005917852345743829+0j),(-0.010960437116591195+0j),(-0.0243440962790557+0j),(-0.006665166364131127+0j),(0.024686158606694972+0j)
188,(0.040401443228269066+0j),(0.022992932800085054+0j),(0.0026251823319420743+0j),(-0.004507237130189365+0j),(-0.022618576563555228+0j),(-0.012385482907067761+0j),(-0.005191748228215607+0j),(0.006624210225035284+0j),(-0.009777246469193403+0j)
189,(-0.021499336100016156+0j),(0.00535836562354267+0j),(0.018311390243770886+0j),(-0.0138754747958866+0j),(0.0061719112161944195+0j),(0.00975191565933923+0j),(-0.00339064923113443+0j),(-0.015370136778075546+0j),(0.007818087575409147+0j)
190,(0.017828438518389375+0j),(-0.04569274328884069+0j),(-0.039117379487383724+0j),(0.035159048387532345+0j),(0.012067172662795493+0j),(0.011688151181014888+0j),(-0.031065123795344266+0j),(0.031106386468423022+0j),(0.002959424768724262+0j)
191,(0.013711607189277287+0j),(-0.008226780948778538+0j),(-0.029602390115266653+0j),(0.020821532391830367+0j),(0.00012573782946228475+0j),(-0.006938397529815467+0j),(-0.027947349003429458+0j),(-0.0018163800178729753+0j),(0.0019562620700510464+0j)
192,(-0.013782515789982795+0j),(0.006062017366136217+0j),(-0.005202308277877737+0j),(-0.015245607345970628+0j),(-0.0026593268195984694+0j),(0.0004052787821593746+0j),(-0.013327528184534993+0j),(0.013708338750013293+0j),(-0.003653293827862416+0j)
193,(-0.02852319777563801+0j),(-0.020019871710061338+0j),(0.023393388556869992+0j),(-0.007061216252408221+0j),(-0.020129339775383996+0j),(0.0259555627952141+0j),(-0.04001437345429832+0j),(0.01779150608271128+0j),(-0.016707514216897718+0j)
194,(-0.015720718564735003+0j),(-0.007235336125540359+0j),(0.007047566942229517+0j),(0.00722971175865419+0j),(0.029721816691709643+0j),(-0.006464918871627775+0j),(-0.0028170966499037526+0j),(-0.02276005867315097+0j),(0.03193982313863905+0j)
195,(-0.016975787447428465+0j),(-0.023134578966807994+0j),(-0.01617655753628861+0j),(-0.009441670782710245+0j),(0.05280821813417043+0j),(-0.0029847703378292575+0j),(-0.013150916474287391+0j),(0.025513314614712474+0j),(0.0489162540127174+0j)
196,(-0.011722469226438402+0j),(-0.025785973023785103+0j),(-0.041046659659683536+0j),(-0.018411736090312485+0j),(0.008068108621267712+0j),(-0.004327253366513325+0j),(-0.02822420658969411+0j),(0.017437946433390028+0j),(0.0062933432562773135+0j)
197,(-0.019451117599383484+0j),(-0.02652165619094647+0j),(-0.043932764448412986+0j),(0.021833397455004084+0j),(0.030662861706935447+0j),(0.002252403712597452+0j),(-0.007776284841255087+0j),(0.01929884024988287+0j),(-0.012555549327895345+0j)
198,(0.01843694680800125+0j),(-0.0025756384328694108+0j),(0.001439953013647034+0j),(-0.0018171618981529065+0j),(-0.02628022696771761+0j),(-0.004192593045372882+0j),(-0.006075487838299952+0j),(0.018688667841471256+0j),(-0.0075745043501568065+0j)
199,(-0.027175670477005878+0j),(0.0025015599255160414+0j),(-0.03914202363750715+0j),(0.010975459521728785+0j),(0.020199568599117187+0j),(0.022949722623299015+0j),(0.027853500332734846+0j),(0.02202473091188884+0j),(-0.02072847523545851+0j)
200,(-0.03956333504458979+0j),(0.021271201130998757+0j),(0.07077846006490741+0j),(-0.00852841831900257+0j),(-0.08923532694591617+0j),(-0.03512588640575201+0j),(-0.022303535191937892+0j),(-0.06714760933328255+0j),(-0.021660482428135248+0j)
201,(0.008320566867023746+0j),(0.019686973918425377+0j),(0.011768345508138104+0j),(-0.007522027318592397+0j),(-0.030842958961687372+0j),(-0.02881880805376022+0j),(0.003997771651926934+0j),(0.03280317365984613+0j),(-0.03743839803337886+0j)
202,(0.044177636919780584+0j),(0.010684364057491687+0j),(-0.02421506737724065+0j),(0.025178075965263044+0j),(0.0319780098570284+0j),(-0.026252763529993416+0j),(-0.009103243234534247+0j),(0.038629415731348905+0j),(-0.048901803185430553+0j)
203,(-0.02890898254900667+0j),(-0.04315090613814482+0j),(-0.0711219061906778+0j),(0.00924541856078982+0j),(-0.0010138236956017692+0j),(-0.06749710906178383+0j),(-0.016657802952794707+0j),(-0.03954803731886479+0j),(0.04886794145221562+0j)
204,(-0.013868077428747745+0j),(0.005731574846010972+0j),(-0.0038593337931640418+0j),(-0.011794704729600385+0j),(-0.000774366060551417+0j),(0.0012213778951553874+0j),(-0.0019710583111246043+0j),(-0.016395957038263808+0j),(0.006110627083188168+0j)
205,(0.04742477853415923+0j),(0.03207806661777616+0j),(0.011645632872758977+0j),(-0.0022078938446604556+0j),(-0.004032734247547465+0j),(0.010679089531138764+0j),(0.010191765005100096+0j),(-0.00843342930311923+0j),(-0.00823868488683963+0j)
206,(-0.005705904464245977+0j),(-0.04061161996929273+0j),(-0.042343376553656595+0j),(-0.0028352793554356813+0j),(0.025571146612858996+0j),(0.007070216507993636+0j),(-0.02085794900478262+0j),(0.025214179156572883+0j),(0.009784929083383407+0j)
207,(-0.038184379175753486+0j),(0.010926781544451335+0j),(-0.05245251134375461+0j),(-0.05829260649152584+0j),(-0.006784604118007322+0j),(-0.013269586417484403+0j),(0.07897797135245166+0j),(-0.005831557825451256+0j),(0.006573728372756789+0j)
208,(0.01959768362730353+0j),(0.009490350966846322+0j),(-0.00804849373368045+0j),(0.002120963641372093+0j),(0.026030636183968798+0j),(-0.0077608833337752675+0j),(0.017193060408341895+0j),(-0.012258572488015174+0j),(-0.006952380291011043+0j)
209,(-0.06679729602774344+0j),(0.01799979428390634+0j),(-0.09110545914213963+0j),(0.011896541116441743+0j),(-0.031415276486337296+0j),(0.05642858002917848+0j),(-0.04187868116980848+0j),(-0.03765236809850852+0j),(-0.05832965256952104+0j)
210,(-0.005748853457153904+0j),(0.03740813432281489+0j),(0.004090705751899063+0j),(0.022377473301565715+0j),(0.0037203542971930782+0j),(0.008350615993328543+0j),(-0.004804816200257919+0j),(-0.0029488534899827336+0j),(-0.030799610151057085+0j)
211,(0.008373136070344891+0j),(0.0035569959933371507+0j),(0.011722091264043173+0j),(0.0064609455023896525+0j),(0.016246868371029125+0j),(0.01990915740527025+0j),(0.013210151525002456+0j),(0.014856556694519091+0j),(-0.016116734342981782+0j)
212,(0.08388940387036531+0j),(0.029202228359029567+0j),(0.025951809916803077+0j),(0.056584372142763184+0j),(0.0356939962971415+0j),(0.044915828793861634+0j),(-0.02377196241019518+0j),(0.009255122069607269+0j),(-0.016813238892860877+0j)
213,(0.05695993330724831+0j),(0.015666245292245556+0j),(-0.0020317269053256003+0j),(0.045865835576578376+0j),(0.020631732974264322+0j),(0.0013108555147837901+0j),(-0.047189824387934245+0j),(-0.0006269135480173161+0j),(-0.014549566161209733+0j)
214,(0.025813815211838138+0j),(0.02247092800503822+0j),(0.0028224268520208495+0j),(0.03377677643363628+0j),(0.07664649691243838+0j),(-0.02837446551584359+0j),(-0.008093151429662234+0j),(0.013846715226260506+0j),(-0.06188970012517623+0j)
215,(-0.05285978756644661+0j),(-0.038972791613548205+0j),(0.014750623050519218+0j),(0.0009600118797299448+0j),(-0.03960704437800169+0j),(-0.006988512851464259+0j),(0.006245513094167546+0j),(0.012698563816553689+0j),(0.10128992632775034+0j)
216,(-0.02305138963397925+0j),(-0.008277385278680683+0j),(-0.009139422311188297+0j),(0.012415077927930564+0j),(0.004987575142108465+0j),(0.011586296856854575+0j),(0.006698620904367028+0j),(0.003386142005584562+0j),(0.009505724828634661+0j)
217,(-0.06216086248254154+0j),(0.01494750753567259+0j),(0.022887014837109018+0j),(-0.020657427051040667+0j),(0.005909548484406363+0j),(-0.04557566985531171+0j),(-0.02736174750207298+0j),(-0.014049858014006595+0j),(-0.018464696618636145+0j)
218,(-0.10195027005753014+0j),(-0.032236908295497316+0j),(0.1116742615011431+0j),(0.11861612359685623+0j),(0.15465456338688077+0j),(0.13234475836707138+0j),(-0.000559189318364743+0j),(0.06423012589581567+0j),(0.012140744230869655+0j)
219,(-0.06597850214648661+0j),(0.07579069074422166+0j),(-0.054501464884549156+0j),(-0.10979131565975465+0j),(0.022981977182134145+0j),(-0.13444396041417453+0j),(0.04303908041732639+0j),(-0.020378639384279217+0j),(-0.05017436250185285+0j)
220,(-0.0030725718937045354+0j),(-0.0024963110157804388+0j),(0.01748720712299911+0j),(0.0031687063012267457+0j),(-0.010795140667494884+0j),(0.0022757962746783934+0j),(-0.013921217567705634+0j),(0.027730053976284114+0j),(0.03163458564182919+0j)
221,(-0.024572764689254917+0j),(-0.0256007699417783+0j),(-0.0049866134129010085+0j),(0.013324698156465798+0j),(-0.007853473411496751+0j),(0.004866420533949373+0j),(-0.00775685385173543+0j),(0.03327378175756287+0j),(0.04146568267365796+0j)
