,1,2,3,4,5,6,7,8,9
222,(0.04382945237977531+0j),(0.009869433698328161+0j),(0.011105526555782327+0j),(-0.09030708141615951+0j),(-0.05522700681580864+0j),(-0.03137255503470335+0j),(0.04763243237723245+0j),(0.034439715627534374+0j),(0.010232074139200069+0j)
223,(-0.03976613651737397+0j),(-0.008844968517545793+0j),(-0.04198294706596228+0j),(-0.01755647553313239+0j),(-0.02830612500613314+0j),(-0.05651284881364414+0j),(0.031810278651921924+0j),(0.005485084784261793+0j),(-0.0569397212351323+0j)
224,(-0.033521079889976865+0j),(0.029231137964574883+0j),(0.006028958555169403+0j),(-0.029903029148922337+0j),(0.018307063368444412+0j),(0.0018370268055615043+0j),(0.01513934346216037+0j),(0.03409496882342074+0j),(0.006096170209423413+0j)
225,(-0.006519736366094557+0j),(0.07873422003892896+0j),(0.07184078451086526+0j),(-0.05962469135307977+0j),(-0.07738136879434221+0j),(0.07910645500777606+0j),(0.02535378290718655+0j),(-0.04271508537139473+0j),(-0.05992322829677179+0j)
226,(-0.03459381966667917+0j),(0.030655899571632655+0j),(-0.1444182787583287+0j),(-0.05395685310683787+0j),(0.11059069840981356+0j),(-0.07192786240044839+0j),(-0.04455891620826841+0j),(-0.02885234093160804+0j),(-0.10071001133762697+0j)
227,(0.0056350850698440045+0j),(-0.016225466681398713+0j),(0.0436517762013939+0j),(0.04823612541612957+0j),(-0.009490795638199647+0j),(-0.03126756344258308+0j),(0.018921327373809565+0j),(-0.0520886055901517+0j),(0.016946530955261777+0j)
228,(-0.07898681696252251+0j),(-0.01987110967545719+0j),(-0.06498410814458046+0j),(-0.0004999734104672437+0j),(-0.0020956444195221356+0j),(0.03257917317081286+0j),(0.0013673804777017834+0j),(-0.009881383768905107+0j),(0.014518822300010234+0j)
229,(-0.06389526351047524+0j),(0.04767507641554041+0j),(0.07498090315515116+0j),(-0.06322932399732754+0j),(-0.012666744146597478+0j),(0.1637603039654066+0j),(0.06493983160793738+0j),(0.03874099775883697+0j),(0.06712826681497436+0j)
230,(-0.07474839567882222+0j),(0.09885890627374128+0j),(0.23739294945889114+0j),(-0.017542472804246572+0j),(0.21360277133279648+0j),(-0.07524614122062921+0j),(0.4743533480246235+0j),(0.1736566574273091+0j),(0.23823109306421364+0j)
231,(0.03334161843799831+0j),(-0.008610895584020051+0j),(0.04014972889647926+0j),(0.04196715057131283+0j),(-0.00991102595558875+0j),(-0.045121587145589385+0j),(-0.026705075605111532+0j),(0.05185675547761926+0j),(-0.0050674605648998415+0j)
232,(0.022178602901695762+0j),(-0.0007140824171192957+0j),(0.01779723469746578+0j),(-0.0014303097870649586+0j),(-0.01530349073396375+0j),(0.009515185987020081+0j),(0.015595228853371194+0j),(0.06676674763724902+0j),(-0.013900703495455125+0j)
233,(0.00398851203773866+0j),(-0.016393332772458514+0j),(-0.01733366972022667+0j),(0.013080710667937184+0j),(-0.008990199439570768+0j),(-0.035182230655297395+0j),(0.0023966341326650564+0j),(0.03177259691959085+0j),(-0.018757031653590554+0j)
234,(0.02680566620703876+0j),(0.003963578988138158+0j),(0.004306975234971696+0j),(0.021177188885828264+0j),(0.0017204569653687114+0j),(0.025740349061543818+0j),(-0.024238928899281538+0j),(0.020593854731355575+0j),(-0.02642258061896179+0j)
235,(-0.03423975030278083+0j),(-0.004564056569586664+0j),(-0.018959611869396382+0j),(0.018035835754628207+0j),(0.008510365454153115+0j),(-0.00954974635080943+0j),(0.02307142304168034+0j),(0.010421363102725232+0j),(-0.022830044593721264+0j)
236,(0.02757086721304568+0j),(-0.00028489684009680986+0j),(-0.010352328514328268+0j),(-0.045102793064532305+0j),(-0.0069266296862873274+0j),(0.00875784960116775+0j),(0.010329518217031618+0j),(0.03303146796613271+0j),(0.019398208718370096+0j)
237,(-0.025058766756884156+0j),(0.015618740728488211+0j),(-0.01728279123369287+0j),(0.01935435838804813+0j),(0.020951907517399893+0j),(-0.00887855892849408+0j),(-0.010083120267359942+0j),(-0.01831572724899997+0j),(-0.01860973395231967+0j)
238,(-0.0005964901540354213+0j),(-0.009913295245875737+0j),(-0.05985120352689514+0j),(-0.03652093806158684+0j),(0.025731207185128453+0j),(-0.04946234561078295+0j),(0.0016372409284052694+0j),(0.06695904273386495+0j),(0.020924803566380344+0j)
239,(-0.039305977629054474+0j),(-0.005530071718886636+0j),(0.017912173889857743+0j),(-0.034588665149472314+0j),(-0.020172925227243916+0j),(-0.006698499872886017+0j),(-0.004805812291996838+0j),(0.011755323935523697+0j),(-0.004083070214083523+0j)
240,(-0.014353248012104617+0j),(-0.013894196252913908+0j),(-0.00951300922495886+0j),(0.01660032513933123+0j),(0.025140526258803975+0j),(0.03010680494562675+0j),(0.0023141165828108384+0j),(0.034724625401546076+0j),(0.007537189528600955+0j)
241,(-0.013922251717384232+0j),(0.009557042903408572+0j),(0.018395072173054885+0j),(-0.01236165418886841+0j),(0.000998859933296457+0j),(0.04093753802412303+0j),(-0.027960968046981147+0j),(0.021729388753518118+0j),(0.001065726791437624+0j)
242,(0.03129769751359103+0j),(0.0030454682166872796+0j),(0.045511707605564285+0j),(-0.01063527161385267+0j),(0.022583784833872307+0j),(0.03078549239471499+0j),(0.0039445086918763+0j),(0.06565522633557996+0j),(-0.055303044186773606+0j)
243,(-0.04414333596123497+0j),(-0.04682726938449584+0j),(-0.025972139915218698+0j),(0.04582655196108479+0j),(-0.03541299730193356+0j),(-0.007674350787064371+0j),(0.03154951518037028+0j),(-0.03749446264123889+0j),(0.010458800192036053+0j)
244,(0.02929688473096206+0j),(0.013237383898677128+0j),(0.01629214919996339+0j),(-0.0036818150232809377+0j),(-0.021277928416292908+0j),(0.003989248922719431+0j),(-0.006870252869645157+0j),(0.050679322219487656+0j),(-0.013787830698437378+0j)
245,(-0.04757987494393205+0j),(0.05441119843144067+0j),(0.05246213469113461+0j),(-0.04608727017874883+0j),(0.013998338975186198+0j),(-0.004302108590615067+0j),(-0.004192528360319428+0j),(-0.010126850585670555+0j),(-0.03406690810624552+0j)
246,(-0.012951012732505067+0j),(-0.0016739395798272638+0j),(0.0043589986082224665+0j),(0.028533504724361804+0j),(-0.019073277567544414+0j),(0.016218907921787713+0j),(-0.015646168535739847+0j),(-0.01332955365406669+0j),(0.024973912956810042+0j)
247,(-0.00044254625066382237+0j),(0.0011563238372411246+0j),(0.061260213143876835+0j),(0.020127695957607005+0j),(0.00779493920587332+0j),(-0.003586526571207462+0j),(-0.027150694068874656+0j),(0.019732732272352376+0j),(0.028061603839670848+0j)
248,(-0.04132925342013321+0j),(-0.059016764385330114+0j),(-0.0794339260250049+0j),(0.01667568667688724+0j),(0.00040260906520632586+0j),(-0.09386956446146195+0j),(0.022240701862560417+0j),(0.00883331980830029+0j),(0.014136287041578625+0j)
249,(-0.004186009913221982+0j),(0.026163493655328468+0j),(-0.007628187538930525+0j),(-0.014233679763069839+0j),(0.016636605009017074+0j),(0.00256284135346303+0j),(-0.0073643388693151275+0j),(0.006629849223218179+0j),(-0.051396722541707324+0j)
250,(-0.027467957911703596+0j),(0.01805132733897573+0j),(0.008568847844369069+0j),(-0.0139166997852254+0j),(-0.002823571444809257+0j),(-0.014148366838171061+0j),(-0.04091455060955289+0j),(-0.026440529611881466+0j),(-0.0002786380935372148+0j)
251,(-0.01975177720511815+0j),(0.051161737211908705+0j),(-0.0017359187523170259+0j),(-0.03270267349144931+0j),(-0.004826009090697403+0j),(-0.08236910346310253+0j),(0.060089906642513576+0j),(0.026330170233766586+0j),(0.0548177127174743+0j)
252,(-0.021878246668609245+0j),(-0.009223272398126679+0j),(-0.005952898903768949+0j),(0.0062449143450870334+0j),(0.006525010637954087+0j),(-0.0017891041247406966+0j),(-0.0051809924185957645+0j),(0.006928727357108574+0j),(0.010897656340331064+0j)
253,(-0.01917637432830655+0j),(-0.010039463177172312+0j),(-0.022008721220750788+0j),(0.006439229531652757+0j),(0.011204487172063524+0j),(-0.001753486000465035+0j),(-0.029853211002579608+0j),(0.013175097535551097+0j),(-0.011650187992194371+0j)
254,(-0.009404906393485499+0j),(0.021052124157797673+0j),(-0.027255972151730833+0j),(-0.009555588211873068+0j),(-0.018022872421573438+0j),(-0.049534023046603995+0j),(0.026726240684664858+0j),(-0.07803512257929797+0j),(-0.05277755557690973+0j)
255,(0.047382706371953756+0j),(0.019681109197415066+0j),(0.018940701438981244+0j),(-0.042241892886142454+0j),(-0.0364841978196342+0j),(-0.03770193103665603+0j),(0.022772424146510133+0j),(0.020857822803433103+0j),(-0.014422870631869523+0j)
256,(0.02194836165607129+0j),(0.0006437566298883116+0j),(-0.0142477178657217+0j),(-0.004083447064858361+0j),(-0.008634400071587073+0j),(0.029061221925518552+0j),(0.0077594633353819005+0j),(0.05482912568069978+0j),(-0.03929701560402612+0j)
257,(-0.005687697658671013+0j),(-0.01765481708535653+0j),(-0.08874881136966882+0j),(0.0247711108014903+0j),(0.014923994464962485+0j),(-0.023571415177580945+0j),(0.027314250854278296+0j),(-0.013104180244963376+0j),(-0.04609744511751082+0j)
258,(0.024210593534694035+0j),(-0.01340673024926924+0j),(0.0356478411113984+0j),(0.01844059721779529+0j),(0.008093411850516916+0j),(0.008006109564873475+0j),(0.0060972540539956325+0j),(0.02916506377492747+0j),(0.00873144841835285+0j)
259,(-0.021372395634201898+0j),(0.006305508587312519+0j),(0.023236949139204155+0j),(-0.00767177670466951+0j),(-0.03190257245491685+0j),(0.0308957435863944+0j),(0.03382169782205986+0j),(0.009437546674683165+0j),(0.01475156911724176+0j)
260,(-0.0329586790219248+0j),(0.015880254918994283+0j),(-0.025338864795128355+0j),(-0.04628013073278705+0j),(-0.019730490203453674+0j),(0.012724246764449772+0j),(-0.006570981152175316+0j),(-0.012599772263160355+0j),(-0.007026552381280443+0j)
261,(0.010379082922578433+0j),(0.0270358494697293+0j),(-0.012629143794273852+0j),(-0.01651012735367764+0j),(0.00671171801955878+0j),(-0.011655366652136234+0j),(-0.007668844413012573+0j),(0.021032616265444164+0j),(-0.015472487127470033+0j)
262,(-0.015541223380044407+0j),(0.02832591526184792+0j),(-0.09959624302549577+0j),(-0.0649188558322296+0j),(0.0042593262275499935+0j),(-0.06421996093588407+0j),(-0.04227457158605142+0j),(-0.012248539820632766+0j),(-0.013584030410475997+0j)
263,(0.030050859516588216+0j),(-0.01480854442877384+0j),(0.026491905978470533+0j),(0.08384297713708326+0j),(0.04058362600407294+0j),(-0.007262621012430494+0j),(-0.02141765107538243+0j),(0.027538875378888928+0j),(-0.04826213512618187+0j)
264,(-0.012707438136656238+0j),(-0.0060044395533874985+0j),(-0.012433999183287605+0j),(0.0015761918535032251+0j),(0.004995381606854214+0j),(0.0068250176251747905+0j),(0.003261694846489799+0j),(-0.006486957036275784+0j),(0.0013353441209733793+0j)
265,(-0.009268706797737085+0j),(0.006599823793592628+0j),(0.003642797676792198+0j),(-0.0018506440846942094+0j),(-0.0196930285871756+0j),(-0.021181113990088145+0j),(0.006849464550493763+0j),(-0.009402553363028143+0j),(-0.04784593684648323+0j)
266,(-0.0029822617361457576+0j),(0.0026173155550160156+0j),(-0.0068678271695567835+0j),(0.01645995868603851+0j),(0.025300211042005864+0j),(0.03579561703924802+0j),(-0.07240085914992095+0j),(0.06354060259360475+0j),(-0.022240917220562217+0j)
267,(-0.026633983760275547+0j),(-0.0012244877204180655+0j),(-0.01644928356135094+0j),(-0.021395071721514926+0j),(0.008922028941416405+0j),(0.026013881711790986+0j),(-0.012155909174466286+0j),(-0.026836432202915993+0j),(0.029869779739064985+0j)
268,(-0.007845975790003052+0j),(0.0058190091594575565+0j),(0.013479177263327783+0j),(-0.018032882537885618+0j),(-0.016430078725472887+0j),(0.008569517658119582+0j),(0.00982348619976075+0j),(0.03766951369591304+0j),(0.0010028707688101803+0j)
269,(-0.009581490156054057+0j),(0.0008907926262075876+0j),(0.0007403957352992483+0j),(0.019433634050911492+0j),(0.0251597253077735+0j),(0.015992832161956277+0j),(-0.011519523201890397+0j),(0.025057669797560904+0j),(-0.019814952312135613+0j)
270,(-0.04444183239991562+0j),(0.010925637366496687+0j),(0.0327673304353727+0j),(-0.0039487971120633035+0j),(0.019771925264053428+0j),(-0.02574836023301216+0j),(-0.019034631941344606+0j),(-0.0010533747881601978+0j),(0.0009842763393293841+0j)
271,(-0.053572170537015094+0j),(0.04480914204187158+0j),(0.010226844529106946+0j),(-0.06634498594546984+0j),(0.025319233117292003+0j),(-0.051610485818044366+0j),(0.0007938005325669762+0j),(0.03700314079490982+0j),(0.023286534603288552+0j)
272,(-0.018120216630537436+0j),(0.027701280410935877+0j),(-0.022117018559611422+0j),(-0.05391700333550608+0j),(0.04316077588120589+0j),(-0.011627824417796194+0j),(0.022747738430860646+0j),(0.0001330465122608043+0j),(-0.06491935234384509+0j)
273,(-0.01460089042509175+0j),(-0.000668488454382013+0j),(-0.01446125992784707+0j),(-0.0012792545144786405+0j),(0.006749407995117708+0j),(-0.009660774338267758+0j),(-0.0012338971360035386+0j),(0.01329606142603744+0j),(-0.030702406351195977+0j)
274,(0.013284612864792189+0j),(0.003929750582188916+0j),(-0.012927139937161344+0j),(0.02624897277452372+0j),(0.03286841138847682+0j),(0.05143156487505824+0j),(0.01629115679711439+0j),(-0.019700133043989154+0j),(-0.028353753664258793+0j)
275,(-0.03279945399923631+0j),(0.012671322087958703+0j),(-0.0678258060922125+0j),(-0.005550359295147421+0j),(0.00879875830304716+0j),(-0.023946166115155588+0j),(-0.04133344778222764+0j),(-0.011447808729300757+0j),(-0.03893543820160037+0j)
276,(-0.020922169007785117+0j),(0.005118458129941389+0j),(0.001407117156106665+0j),(-0.0024658317334964627+0j),(0.006505813757086003+0j),(0.009834172418987168+0j),(-0.004744537219031493+0j),(-0.005698023437755558+0j),(0.00854421449534194+0j)
277,(0.0007409600287197324+0j),(0.007685222941903267+0j),(0.019793973719841637+0j),(-0.02019236136363709+0j),(0.028838173325300285+0j),(0.027395097215855892+0j),(-0.025436834991879778+0j),(0.059861915251310294+0j),(-0.04887297094763323+0j)
278,(-0.026032357889425553+0j),(-0.020699811339860336+0j),(-0.06508472666110283+0j),(0.009864015506571814+0j),(-0.02192483105739515+0j),(-0.0025614493226545194+0j),(0.038023029021118815+0j),(-0.020018440855523623+0j),(-0.025820291775462047+0j)
279,(-0.010534423491429612+0j),(-0.01857419729287319+0j),(-0.02222815466064478+0j),(-0.022016719288200804+0j),(-0.0004695823250663433+0j),(0.00790522475504506+0j),(0.0004308089625499073+0j),(-0.001350399920399152+0j),(-0.005464339239896071+0j)
280,(-0.012243044175641841+0j),(0.011715211430401294+0j),(0.043353761931629+0j),(-0.04408040657864317+0j),(-0.010069739133578426+0j),(-0.011070427364751063+0j),(-0.014549034328286407+0j),(0.07435885841656587+0j),(-0.009361142848900229+0j)
281,(-0.02789861530659889+0j),(0.046275098039404654+0j),(0.0017958177497230468+0j),(-0.04942884197184796+0j),(-0.03275300173979417+0j),(0.024186414518073997+0j),(0.0051187607448282+0j),(0.03126311297087491+0j),(-0.011095482450703928+0j)
282,(0.0177927232071117+0j),(-0.018995777122236043+0j),(-0.02244261991821447+0j),(0.021319078972097484+0j),(-0.025742957218645585+0j),(-0.004368726772737602+0j),(0.0025996483856154987+0j),(-0.007457473609976676+0j),(-0.015372511535904501+0j)
283,(0.06611353574387223+0j),(-0.04291504440069204+0j),(-0.01831720891464372+0j),(0.04106089620549931+0j),(-0.027712281795184906+0j),(0.00944188219574989+0j),(-0.0009910201887932924+0j),(0.03456282915883368+0j),(-0.029663989339537192+0j)
284,(-0.03173088734675023+0j),(-0.028738505507480916+0j),(-0.045399374985037884+0j),(-0.008803881737801276+0j),(-0.029206586129212057+0j),(-0.005029902945653601+0j),(-0.007513021088375359+0j),(0.009293409196838314+0j),(-0.011718043115654848+0j)
285,(-0.04356390967815366+0j),(-0.021517924387255333+0j),(-0.06842327104831643+0j),(0.0034867237301149027+0j),(0.02634576937296081+0j),(-0.013971766183217528+0j),(-0.004465322154410736+0j),(0.0034813900590439017+0j),(-0.009184343025211124+0j)
286,(-0.003544464872032925+0j),(-0.056103124931185425+0j),(0.008221688663965632+0j),(0.028036273366523506+0j),(-0.011458622273013436+0j),(0.031746438868080026+0j),(0.037142137073041676+0j),(0.013919525657399972+0j),(0.048082844350469195+0j)
287,(-0.05134300388713336+0j),(-0.028115533700409808+0j),(-0.014053547862979115+0j),(-0.03186406476900441+0j),(-0.027405526787972444+0j),(-0.011141025290966645+0j),(-0.006043931370624061+0j),(-0.0185050076928489+0j),(0.04183336912214075+0j)
288,(-0.0005961351847441457+0j),(0.01619942521672344+0j),(0.0006776394814649942+0j),(-0.007704895603077349+0j),(0.009657046522411864+0j),(-0.008455026882881349+0j),(-0.0077557744193926+0j),(0.006693462464978974+0j),(-0.013222091104545594+0j)
289,(-0.006656861792980479+0j),(0.002873796625754025+0j),(-0.03411940405894464+0j),(-0.04737316113935247+0j),(-0.04682708640019188+0j),(0.0005707941988916216+0j),(-0.005560869317138521+0j),(0.054844982398359464+0j),(-0.05830489246085277+0j)
290,(0.03038548913641451+0j),(-0.02639715997938484+0j),(-0.022421803310478477+0j),(0.012193942576292936+0j),(0.021638364185704532+0j),(0.021611444846020053+0j),(-0.02108527721704573+0j),(0.07445869428275534+0j),(-0.014070201546038226+0j)
291,(0.05077301436589437+0j),(-0.010320091006565436+0j),(0.003805842551252667+0j),(-0.0006833518180678458+0j),(-0.0005657021864405661+0j),(0.005560749278287919+0j),(0.01454984281759192+0j),(0.048247105826976056+0j),(-0.016773270180568737+0j)
292,(0.0003918140985076115+0j),(-0.019692151211700832+0j),(-0.02443787267950635+0j),(0.013759764278917109+0j),(0.007149547824518446+0j),(-0.005587203153794808+0j),(-0.017010628801914847+0j),(0.05237353770210462+0j),(-0.021994041308958386+0j)
293,(-0.08738326701923875+0j),(0.043982049027433516+0j),(-0.0036841837531761427+0j),(-0.020357331796426154+0j),(0.07847781718093863+0j),(-0.0030291309875785273+0j),(-0.08054165325438013+0j),(-0.018655129698482372+0j),(0.08476252508398908+0j)
294,(-0.02580434936988992+0j),(-0.021754942791237134+0j),(-0.012576663061650518+0j),(0.00026654420920723765+0j),(0.021103841237121217+0j),(0.011020570929058102+0j),(-0.013225428542603291+0j),(0.02266973571353687+0j),(0.010800857906405214+0j)
295,(-0.03574126676670375+0j),(-0.04845564772948237+0j),(-0.08305887599048883+0j),(0.0017843297120405637+0j),(-0.0317686238811257+0j),(0.04495351106592769+0j),(0.017553584765998973+0j),(0.033605559735816866+0j),(-0.0472634437237355+0j)
296,(0.011949745312512408+0j),(0.015690471961615333+0j),(0.016227096550560215+0j),(-0.0029805535292829694+0j),(0.012483684937323216+0j),(0.013152618894535254+0j),(-0.005693943011616934+0j),(-0.002752178532535196+0j),(-0.01346457617241145+0j)
297,(-0.05148176483233629+0j),(-0.005382943026444394+0j),(-0.050956938529642906+0j),(-0.013732433603425392+0j),(0.021771396563540785+0j),(-0.019947190064905737+0j),(-0.04905478454195888+0j),(0.00964321370274007+0j),(0.02671548672880441+0j)
298,(0.0456300431492376+0j),(0.021806684166314337+0j),(0.01812788264524615+0j),(0.05307172009008835+0j),(-0.008782495897448202+0j),(0.023643524036123697+0j),(-0.006853072614419287+0j),(0.04931883487557173+0j),(-0.0004518233503457546+0j)
299,(-0.014004361117318074+0j),(-0.03255525445754114+0j),(-0.04022289414854298+0j),(-0.016879279813388062+0j),(-0.016847137456190254+0j),(0.004995271921517741+0j),(0.021721149907532447+0j),(-0.006420521526397472+0j),(0.034526528058107554+0j)
300,(-0.01865830985773289+0j),(-0.005825616355224502+0j),(-0.0066827664312006305+0j),(0.0186848536481908+0j),(-0.000599630359760986+0j),(0.011162082892344579+0j),(0.004893438054276582+0j),(-0.013655667033840914+0j),(-0.0020081655794386612+0j)
301,(-0.016265024418335248+0j),(0.009091276590653933+0j),(-0.041509868930055524+0j),(-0.009352938355732865+0j),(0.010382397877171113+0j),(-0.0397625601374477+0j),(0.024689544269467005+0j),(-0.02234943009915958+0j),(-0.025683920666345807+0j)
302,(-0.06793399449204858+0j),(-0.03212431250836659+0j),(0.005640087993253768+0j),(-0.026297124879056208+0j),(-0.008191572630735004+0j),(0.022983974382378442+0j),(0.02216635483476941+0j),(-0.028793947523997884+0j),(0.005787160135555425+0j)
303,(-0.048443590556950425+0j),(0.016933027134980502+0j),(-0.02160789324294436+0j),(0.001869944678952448+0j),(-0.017484217939345997+0j),(0.00242800875777061+0j),(0.017979333444579595+0j),(-0.0462276807888998+0j),(-0.027836609104741245+0j)
304,(-0.001381145198421288+0j),(0.022679934326574173+0j),(0.003142518479404196+0j),(-0.03258290077858693+0j),(-0.026146933995291433+0j),(4.9277725163882585e-05+0j),(-0.004113709426567405+0j),(0.010865571377552893+0j),(-0.025716428488487323+0j)
305,(0.035255107543139874+0j),(-0.009049564534152881+0j),(-0.0016346838170880637+0j),(0.019716306262472106+0j),(0.002105299656237397+0j),(0.009418493842792797+0j),(0.030737712642093688+0j),(0.02644214192890726+0j),(-0.01791408383310073+0j)
306,(-0.019487732119561958+0j),(-0.010455088732262821+0j),(-0.12953367102993327+0j),(0.04760709707243371+0j),(0.01004025244826792+0j),(-0.021004602876559187+0j),(-0.04089989583273038+0j),(-0.05905239892893187+0j),(-0.06468392471843477+0j)
307,(0.04090100436906879+0j),(-0.014808828024658875+0j),(-0.03900727878046745+0j),(0.029339962174280518+0j),(0.006612646521463226+0j),(-0.007684235957046656+0j),(0.008862534232387727+0j),(0.019851214263117603+0j),(-0.03807618568584439+0j)
308,(0.12529407610919255+0j),(0.026824114421474816+0j),(0.04008873594058457+0j),(0.047515231111784545+0j),(0.04136971311112036+0j),(-0.008669169831774591+0j),(0.006052938179446886+0j),(0.015032983591353325+0j),(-0.03745860906371291+0j)
309,(-0.05088204076127896+0j),(-0.018105427663385493+0j),(-0.024525441330650564+0j),(-0.006946354457334074+0j),(-0.012275791415793566+0j),(0.009933158074132193+0j),(-0.023942912656317063+0j),(0.005292855960731387+0j),(0.03532328355921273+0j)
310,(-0.06517128009156149+0j),(-0.03189918341572106+0j),(-0.06779332755502321+0j),(-0.06286591563726694+0j),(0.05293463093058798+0j),(-0.03306571368536711+0j),(0.0004086003270349092+0j),(0.10751999077019955+0j),(0.1450687355432952+0j)
311,(-0.09591474726341508+0j),(0.2030947699030025+0j),(-0.04283658398637323+0j),(-0.19552441680211108+0j),(-0.13637409563026684+0j),(0.5276707912988997+0j),(0.15145284220474164+0j),(-0.12449456151018712+0j),(-0.16127820973665377+0j)
312,(-0.04194453172434597+0j),(0.032243480460253666+0j),(-0.02988216347146239+0j),(-0.02287377527135934+0j),(0.01906994499644899+0j),(0.003871904934212146+0j),(-0.0053435468385308596+0j),(0.013901381642147001+0j),(-0.014727957511500986+0j)
313,(-0.04338879651463338+0j),(0.03490913263846259+0j),(-0.0651164803248953+0j),(-0.020878331699048815+0j),(0.060839635264004086+0j),(0.0027607899246076366+0j),(0.0310595023005655+0j),(-0.031214509220983535+0j),(-0.1467267178874206+0j)
314,(0.04372350206055153+0j),(0.03489430268976698+0j),(0.02392775881711869+0j),(-0.025920540166648767+0j),(0.018541108879107624+0j),(0.01970935368551904+0j),(0.00742601980579974+0j),(0.06203327051210343+0j),(-0.039588072400703396+0j)
315,(-0.02387010579681526+0j),(-0.003534567136582673+0j),(0.0016369033013282199+0j),(-0.035540080688457154+0j),(-0.010701268127778383+0j),(0.027429336636662173+0j),(-0.00819998443772675+0j),(0.05531980687355955+0j),(0.024941302631323742+0j)
316,(-0.007510567836246585+0j),(-0.03139879229279193+0j),(0.023562802177399148+0j),(0.03720721775213532+0j),(-0.018284533870053313+0j),(-0.014461783277510208+0j),(-0.07183606320650344+0j),(0.15689669227471317+0j),(-0.12416988022198484+0j)
317,(0.004603914004833004+0j),(-0.010703925600899413+0j),(0.05818633906635852+0j),(-0.021911361638445533+0j),(-0.06203718994968664+0j),(0.02089931993794246+0j),(0.004681143501238584+0j),(0.02401465772237308+0j),(0.01398282446676091+0j)
318,(-0.06868551050519434+0j),(0.0222864344295211+0j),(0.010707374853957738+0j),(-0.0060756800930814045+0j),(0.08898484677608584+0j),(-0.01039594007320385+0j),(0.06210634885207326+0j),(0.055020078203802086+0j),(0.03309085331187273+0j)
319,(-0.004176773955323023+0j),(0.031001952389007763+0j),(0.017047799963855644+0j),(0.013777162155069087+0j),(0.049181027548438144+0j),(-0.04646678376551304+0j),(-0.07220257847093108+0j),(-0.01172702116595263+0j),(0.03539545613559387+0j)
320,(7.761006382259792e-05+0j),(0.01788650463813963+0j),(-0.052300941743532045+0j),(-0.03473598492340702+0j),(0.062281709135980516+0j),(-0.020902884883146164+0j),(0.004698755831596001+0j),(-0.0012068192455537063+0j),(-0.04695153792220418+0j)
321,(0.014330577544861781+0j),(0.04467618413383571+0j),(-0.018052902769470146+0j),(-0.04124557090193866+0j),(0.023545346976974173+0j),(-0.04822950387993359+0j),(0.019004232130401602+0j),(0.031081835190070035+0j),(-0.05866905057301129+0j)
322,(-0.029317609891334025+0j),(0.052226763705688496+0j),(-0.043383531160231935+0j),(-0.07460763126610243+0j),(0.021537145091797067+0j),(0.01667178326199838+0j),(-0.02876369644875124+0j),(0.023219879136503477+0j),(-0.022202159847017153+0j)
323,(-0.15550764813627355+0j),(0.6313118188559274+0j),(-0.19315696215590322+0j),(0.518009915866935+0j),(-0.2750549287106666+0j),(-0.13549294935362718+0j),(0.056688788654818446+0j),(0.10959931577602718+0j),(0.13076999967457267+0j)
324,(-0.07982588433056197+0j),(0.11764482540772433+0j),(-0.013110637261140924+0j),(-0.054880839566360695+0j),(0.097172934536291+0j),(0.011863394778332804+0j),(-0.051622659718362926+0j),(0.07385649578419418+0j),(-0.053675551539153515+0j)
325,(0.06869978952651103+0j),(0.10683435138290083+0j),(0.08500100115540403+0j),(-0.03369736794819699+0j),(0.05101111105446417+0j),(-0.0024361405176857353+0j),(-0.07588472026882266+0j),(0.1786950369683776+0j),(-0.044198424211772384+0j)
326,(-0.09566975979581539+0j),(0.1483692141293324+0j),(-0.16483996338360576+0j),(-0.25723528574205967+0j),(-0.1028683449642361+0j),(0.008782681666980898+0j),(0.14401168827800914+0j),(0.15127154958968209+0j),(0.09578489684063621+0j)
327,(-0.008590367930872138+0j),(-0.12289368905303034+0j),(-0.053622401587635427+0j),(-0.006084022136253975+0j),(-0.033252413360449325+0j),(-0.060731909287433335+0j),(-0.06826278413879706+0j),(0.05280902411665179+0j),(0.0033200287519955574+0j)
328,(0.033757070712885695+0j),(-0.0483125237520676+0j),(-0.020045737360491683+0j),(0.08701899318770508+0j),(-0.064525549905594+0j),(0.0024251627150679226+0j),(-0.11592772819148627+0j),(-0.10219121742610143+0j),(-0.008756394747183122+0j)
329,(0.03734555418627712+0j),(-0.0915510244285683+0j),(-0.008160780610018036+0j),(0.047973413558474114+0j),(-0.026407612918332712+0j),(-0.05865071617749909+0j),(-0.016340479489082082+0j),(0.015995730727800514+0j),(-5.532341274429081e-05+0j)
330,(-0.1341869432967078+0j),(0.13119891199133024+0j),(-0.024279237014804667+0j),(-0.08758680449614291+0j),(0.4259867186357633+0j),(-0.09094848449679896+0j),(-0.008495287562443242+0j),(-0.03261379701999924+0j),(-0.03427090578746116+0j)
331,(0.03313871364637419+0j),(-0.00396829944426127+0j),(-0.025653491020144876+0j),(0.03575908127116026+0j),(0.023974496177346493+0j),(0.007979849037270835+0j),(-0.049822501933339904+0j),(0.08427019762757233+0j),(-0.06522438783499525+0j)
332,(-0.03564772198910914+0j),(-5.7587535661816284e-05+0j),(-0.06061577854188773+0j),(-0.017791478234158404+0j),(0.03908671369742801+0j),(0.011264305301911371+0j),(-0.008202648565763776+0j),(0.07649075735832112+0j),(-0.042571545825744184+0j)
